CVE-2022-26632,CVE
CWE-590,CWE
CVE-2022-1357,CVE
CAPEC-226,CAPEC
CVE-2022-27963,CVE
CAPEC-138,CAPEC
CVE-2022-29845,CVE
CVE-2022-26894,CVE
CVE-2022-21676,CVE
CVE-2022-20084,CVE
CVE-2022-27792,CVE
CVE-2022-28381,CVE
CVE-2022-0380,CVE
CVE-2022-22435,CVE
CVE-2022-23094,CVE
CWE-1285,CWE
CVE-2022-29817,CVE
CVE-2022-0947,CVE
CVE-2022-25760,CVE
CAPEC-291,CAPEC
CVE-2022-22153,CVE
CVE-2022-27205,CVE
CVE-2022-25829,CVE
CVE-2022-20019,CVE
CVE-2022-27817,CVE
CVE-2022-24383,CVE
CVE-2022-27801,CVE
CVE-2022-26852,CVE
CVE-2022-20090,CVE
CAPEC-294,CAPEC
CWE-353,CWE
CVE-2022-0174,CVE
CVE-2022-27842,CVE
CWE-1322,CWE
CVE-2022-28462,CVE
CVE-2022-30378,CVE
CVE-2022-21204,CVE
CVE-2022-24453,CVE
T1590.004,T
CWE-594,CWE
CVE-2022-0681,CVE
CVE-2022-29166,CVE
CVE-2022-0632,CVE
CVE-2022-0581,CVE
CVE-2022-30945,CVE
CVE-2022-24590,CVE
CVE-2022-20048,CVE
CVE-2022-23163,CVE
CWE-1333,CWE
CVE-2022-20694,CVE
CVE-2022-21743,CVE
T1491.001,T
CVE-2022-0824,CVE
CAPEC-40,CAPEC
CVE-2022-28259,CVE
CWE-385,CWE
CWE-43,CWE
CVE-2022-24206,CVE
CVE-2022-1347,CVE
CWE-403,CWE
CVE-2022-24091,CVE
CAPEC-397,CAPEC
CVE-2022-25106,CVE
CVE-2022-0204,CVE
CWE-367,CWE
T1598.001,T
CVE-2022-22635,CVE
CWE-1299,CWE
T1546.002,T
CVE-2022-25018,CVE
CVE-2022-26591,CVE
CWE-472,CWE
CVE-2022-0471,CVE
CVE-2022-21716,CVE
CVE-2022-23805,CVE
CWE-500,CWE
CAPEC-606,CAPEC
CVE-2022-24618,CVE
CWE-508,CWE
CWE-625,CWE
CVE-2022-23134,CVE
CVE-2022-26094,CVE
CVE-2022-24421,CVE
CVE-2022-23772,CVE
CVE-2022-23802,CVE
CVE-2022-21646,CVE
CAPEC-554,CAPEC
CVE-2022-0162,CVE
CVE-2022-22822,CVE
CVE-2022-24742,CVE
CWE-1231,CWE
CVE-2022-1623,CVE
CVE-2022-24919,CVE
CWE-430,CWE
CVE-2022-27796,CVE
CVE-2022-0264,CVE
CVE-2022-0622,CVE
CVE-2022-30966,CVE
CVE-2022-30278,CVE
CVE-2022-25226,CVE
CVE-2022-0861,CVE
CVE-2022-24061,CVE
CVE-2022-20014,CVE
CVE-2022-23971,CVE
CVE-2022-27669,CVE
CWE-862,CWE
CVE-2022-1361,CVE
CVE-2022-20010,CVE
CVE-2022-29534,CVE
CVE-2022-30072,CVE
CVE-2022-25830,CVE
CWE-1301,CWE
CVE-2022-28790,CVE
CAPEC-495,CAPEC
CWE-613,CWE
T1102.002,T
CVE-2022-0964,CVE
CWE-469,CWE
T1543.004,T
CVE-2022-24272,CVE
CVE-2022-0877,CVE
CVE-2022-29354,CVE
CWE-554,CWE
CVE-2022-29080,CVE
CVE-2022-28390,CVE
CWE-662,CWE
CWE-182,CWE
CWE-671,CWE
CVE-2022-25096,CVE
T1498.002,T
CVE-2022-0607,CVE
CVE-2022-30047,CVE
CVE-2022-21684,CVE
T1546.007,T
CVE-2022-24768,CVE
T1518,T
CVE-2022-29351,CVE
CVE-2022-25072,CVE
CVE-2022-26909,CVE
CVE-2022-22995,CVE
CVE-2022-21989,CVE
CVE-2022-0473,CVE
CVE-2022-21147,CVE
CVE-2022-22185,CVE
CVE-2022-28028,CVE
CVE-2022-28272,CVE
CVE-2022-29874,CVE
CVE-2022-0958,CVE
CVE-2022-29160,CVE
CVE-2022-1330,CVE
CVE-2022-24732,CVE
T1012,T
CWE-1107,CWE
CWE-1097,CWE
CVE-2022-28779,CVE
CVE-2022-28157,CVE
CVE-2022-0985,CVE
CVE-2022-27659,CVE
CVE-2022-23440,CVE
CAPEC-632,CAPEC
CVE-2022-23220,CVE
CVE-2022-23980,CVE
T1053.002,T
CVE-2022-26613,CVE
CVE-2022-1049,CVE
CVE-2022-23643,CVE
CAPEC-443,CAPEC
CVE-2022-26878,CVE
CVE-2022-23636,CVE
CAPEC-564,CAPEC
CVE-2022-1378,CVE
CVE-2022-29032,CVE
CVE-2022-25490,CVE
T1542.005,T
CVE-2022-0784,CVE
CVE-2022-28994,CVE
CVE-2022-0728,CVE
CWE-115,CWE
CWE-145,CWE
CVE-2022-28985,CVE
CVE-2022-21234,CVE
CVE-2022-20783,CVE
CVE-2022-22943,CVE
CVE-2022-25546,CVE
CVE-2022-21724,CVE
CVE-2022-22961,CVE
CVE-2022-22834,CVE
CWE-1230,CWE
CWE-1024,CWE
CVE-2022-21873,CVE
CAPEC-502,CAPEC
CVE-2022-25342,CVE
CVE-2022-25061,CVE
CVE-2022-28577,CVE
CVE-2022-24675,CVE
CVE-2022-1222,CVE
CVE-2022-21687,CVE
CVE-2022-0755,CVE
CWE-655,CWE
CVE-2022-20037,CVE
T1568.003,T
T1218.013,T
CVE-2022-28505,CVE
CVE-2022-28606,CVE
CVE-2022-26498,CVE
CAPEC-656,CAPEC
CVE-2022-1250,CVE
CWE-193,CWE
CWE-305,CWE
CVE-2022-0531,CVE
CVE-2022-1045,CVE
CVE-2022-26285,CVE
CWE-762,CWE
M1041,M
CVE-2022-24788,CVE
CVE-2022-25437,CVE
CVE-2022-27528,CVE
CVE-2022-24722,CVE
CVE-2022-31621,CVE
CVE-2022-24646,CVE
CVE-2022-22146,CVE
T1055.015,T
CWE-921,CWE
CAPEC-312,CAPEC
CVE-2022-23202,CVE
CVE-2022-1046,CVE
CVE-2022-25492,CVE
CVE-2022-0999,CVE
CVE-2022-27569,CVE
CVE-2022-27367,CVE
CWE-644,CWE
T1115,T
CVE-2022-20682,CVE
CVE-2022-21864,CVE
CAPEC-162,CAPEC
CVE-2022-26851,CVE
CWE-339,CWE
CVE-2022-29938,CVE
CVE-2022-21866,CVE
CVE-2022-29995,CVE
CVE-2022-28345,CVE
CVE-2022-24971,CVE
CVE-2022-23290,CVE
CAPEC-464,CAPEC
CWE-360,CWE
CVE-2022-20708,CVE
CAPEC-155,CAPEC
T1583.001,T
CWE-1125,CWE
CVE-2022-0893,CVE
CVE-2022-1243,CVE
CVE-2022-22137,CVE
CVE-2022-25022,CVE
CAPEC-327,CAPEC
CWE-1287,CWE
CVE-2022-1461,CVE
CVE-2022-23850,CVE
CVE-2022-27248,CVE
CWE-164,CWE
CVE-2022-28819,CVE
T1564,T
CVE-2022-23569,CVE
T1547.005,T
CVE-2022-28009,CVE
CVE-2022-26913,CVE
CVE-2022-29849,CVE
CVE-2022-29415,CVE
CAPEC-650,CAPEC
CWE-657,CWE
CWE-168,CWE
CVE-2022-23155,CVE
CVE-2022-28662,CVE
CVE-2022-20025,CVE
CWE-290,CWE
CVE-2022-23053,CVE
CVE-2022-1503,CVE
CVE-2022-23974,CVE
CVE-2022-28471,CVE
CWE-468,CWE
CAPEC-78,CAPEC
CWE-1065,CWE
CVE-2022-0503,CVE
CVE-2022-0019,CVE
CVE-2022-30401,CVE
CAPEC-546,CAPEC
CVE-2022-29435,CVE
CVE-2022-27789,CVE
CVE-2022-1346,CVE
CVE-2022-1391,CVE
T1547.010,T
CVE-2022-21176,CVE
CVE-2022-22973,CVE
CVE-2022-24681,CVE
CVE-2022-25753,CVE
CVE-2022-24772,CVE
CWE-1090,CWE
CVE-2022-0333,CVE
CAPEC-407,CAPEC
CVE-2022-27095,CVE
CVE-2022-1225,CVE
T1190,T
CWE-331,CWE
CVE-2022-24064,CVE
CWE-794,CWE
CVE-2022-25406,CVE
CVE-2022-28823,CVE
CAPEC-447,CAPEC
CVE-2022-22789,CVE
CVE-2022-26205,CVE
CVE-2022-20700,CVE
CAPEC-59,CAPEC
CWE-36,CWE
CAPEC-69,CAPEC
CWE-208,CWE
CVE-2022-24948,CVE
CAPEC-234,CAPEC
CVE-2022-25451,CVE
CVE-2022-29186,CVE
CVE-2022-26068,CVE
T1070.006,T
CVE-2022-24041,CVE
CVE-2022-29197,CVE
T1548.004,T
CAPEC-672,CAPEC
CVE-2022-0782,CVE
CWE-1021,CWE
CAPEC-47,CAPEC
CVE-2022-23027,CVE
CVE-2022-29045,CVE
CVE-2022-22669,CVE
CVE-2022-24858,CVE
CWE-90,CWE
CVE-2022-27442,CVE
CWE-827,CWE
T1547.001,T
CVE-2022-29436,CVE
CVE-2022-30333,CVE
M1050,M
CAPEC-538,CAPEC
CVE-2022-23200,CVE
CVE-2022-25175,CVE
CVE-2022-27800,CVE
CVE-2022-20697,CVE
CVE-2022-21839,CVE
T1070.005,T
T1566.003,T
CVE-2022-26817,CVE
CWE-561,CWE
CVE-2022-1078,CVE
CVE-2022-25157,CVE
CVE-2022-27629,CVE
CVE-2022-29323,CVE
CVE-2022-1217,CVE
CVE-2022-20055,CVE
CVE-2022-30968,CVE
CVE-2022-0623,CVE
CVE-2022-21739,CVE
CVE-2022-27224,CVE
CVE-2022-0319,CVE
CVE-2022-27181,CVE
CWE-787,CWE
T1552.005,T
CVE-2022-24226,CVE
CVE-2022-30523,CVE
CVE-2022-22934,CVE
CVE-2022-24097,CVE
T1587,T
CVE-2022-27431,CVE
CVE-2022-27435,CVE
CVE-2022-27848,CVE
CVE-2022-20121,CVE
CVE-2022-23019,CVE
CVE-2022-25465,CVE
CVE-2022-23375,CVE
CVE-2022-27903,CVE
T1548.002,T
CAPEC-240,CAPEC
CVE-2022-0500,CVE
CVE-2022-26987,CVE
CVE-2022-22602,CVE
M1037,M
CVE-2022-22782,CVE
CVE-2022-0730,CVE
CVE-2022-23364,CVE
CVE-2022-26488,CVE
CVE-2022-26786,CVE
CAPEC-385,CAPEC
CVE-2022-23111,CVE
CVE-2022-29179,CVE
CWE-785,CWE
CVE-2022-29178,CVE
CVE-2022-29198,CVE
CVE-2022-21203,CVE
CVE-2022-20096,CVE
CWE-295,CWE
CAPEC-49,CAPEC
CAPEC-612,CAPEC
CVE-2022-26628,CVE
T1554,T
CWE-319,CWE
CVE-2022-20627,CVE
CVE-2022-25459,CVE
CVE-2022-25555,CVE
T1583.004,T
CVE-2022-23358,CVE
CVE-2022-28917,CVE
CVE-2022-1507,CVE
T1074,T
CVE-2022-28006,CVE
CVE-2022-24770,CVE
CVE-2022-22008,CVE
CVE-2022-26085,CVE
CVE-2022-22819,CVE
CVE-2022-24148,CVE
CWE-779,CWE
CAPEC-221,CAPEC
CWE-431,CWE
CVE-2022-24793,CVE
CWE-1077,CWE
CVE-2022-23601,CVE
CVE-2022-28913,CVE
CVE-2022-23379,CVE
CVE-2022-27228,CVE
CAPEC-479,CAPEC
T1090.003,T
CAPEC-637,CAPEC
CWE-175,CWE
CVE-2022-0012,CVE
T1528,T
CVE-2022-20103,CVE
CVE-2022-21237,CVE
CVE-2022-21671,CVE
CWE-1302,CWE
CVE-2022-21219,CVE
CVE-2022-26659,CVE
CWE-537,CWE
CWE-495,CWE
CVE-2022-21735,CVE
CVE-2022-20660,CVE
CWE-13,CWE
CVE-2022-0306,CVE
CVE-2022-27090,CVE
CAPEC-392,CAPEC
T1027.004,T
T1052,T
CVE-2022-27239,CVE
CAPEC-164,CAPEC
CWE-52,CWE
CVE-2022-22615,CVE
CVE-2022-26130,CVE
CVE-2022-27230,CVE
CVE-2022-24976,CVE
CVE-2022-0129,CVE
CVE-2022-23595,CVE
CWE-407,CWE
CVE-2022-29531,CVE
CVE-2022-26585,CVE
CVE-2022-1291,CVE
CVE-2022-0858,CVE
T1212,T
CAPEC-306,CAPEC
CWE-384,CWE
CWE-26,CWE
CVE-2022-26780,CVE
CVE-2022-20102,CVE
CVE-2022-0583,CVE
CVE-2022-22985,CVE
CVE-2022-23653,CVE
CWE-152,CWE
CVE-2022-24587,CVE
T1021,T
CVE-2022-28036,CVE
CWE-448,CWE
CVE-2022-30379,CVE
CVE-2022-28910,CVE
CVE-2022-29528,CVE
CVE-2022-0914,CVE
CWE-1325,CWE
T1055.009,T
T1216.001,T
CWE-619,CWE
CVE-2022-23015,CVE
M1043,M
CVE-2022-23271,CVE
CVE-2022-27574,CVE
CVE-2022-0474,CVE
CVE-2022-25266,CVE
CVE-2022-25220,CVE
CVE-2022-1065,CVE
CWE-86,CWE
CAPEC-278,CAPEC
CVE-2022-0848,CVE
CAPEC-550,CAPEC
CVE-2022-21677,CVE
CAPEC-582,CAPEC
CVE-2022-25486,CVE
CWE-792,CWE
CVE-2022-26372,CVE
CVE-2022-20645,CVE
T1574.004,T
CAPEC-111,CAPEC
CVE-2022-28020,CVE
CVE-2022-24530,CVE
CVE-2022-22441,CVE
CVE-2022-25044,CVE
CWE-1123,CWE
CVE-2022-27016,CVE
CVE-2022-26125,CVE
CVE-2022-24247,CVE
CVE-2022-28279,CVE
CWE-123,CWE
CAPEC-328,CAPEC
CAPEC-125,CAPEC
T1583,T
CVE-2022-27245,CVE
CVE-2022-23108,CVE
CVE-2022-23610,CVE
CAPEC-541,CAPEC
T1547.002,T
T1195.003,T
CVE-2022-26935,CVE
CVE-2022-20065,CVE
CAPEC-83,CAPEC
CVE-2022-25827,CVE
CVE-2022-22111,CVE
T1071.001,T
CAPEC-634,CAPEC
CWE-1122,CWE
CVE-2022-28422,CVE
CAPEC-121,CAPEC
CVE-2022-21210,CVE
CVE-2022-23603,CVE
CVE-2022-21217,CVE
T1592.001,T
CVE-2022-1398,CVE
CWE-1188,CWE
CVE-2022-30052,CVE
CVE-2022-21694,CVE
CVE-2022-24115,CVE
CVE-2022-20646,CVE
CAPEC-571,CAPEC
CVE-2022-22783,CVE
CWE-226,CWE
CVE-2022-20018,CVE
CVE-2022-25792,CVE
CVE-2022-28278,CVE
CVE-2022-24744,CVE
CAPEC-52,CAPEC
CVE-2022-28990,CVE
CVE-2022-25428,CVE
CAPEC-529,CAPEC
CWE-675,CWE
CVE-2022-23337,CVE
CVE-2022-20801,CVE
M1053,M
CAPEC-598,CAPEC
CVE-2022-20026,CVE
CVE-2022-25790,CVE
CWE-127,CWE
CVE-2022-21970,CVE
CVE-2022-0149,CVE
T1018,T
CVE-2022-24655,CVE
T1102.003,T
T1584.004,T
CVE-2022-29662,CVE
CVE-2022-24522,CVE
CVE-2022-25788,CVE
CVE-2022-30887,CVE
CAPEC-616,CAPEC
CVE-2022-23906,CVE
CWE-646,CWE
CVE-2022-25435,CVE
CVE-2022-28115,CVE
CVE-2022-26380,CVE
CAPEC-176,CAPEC
CVE-2022-22331,CVE
CVE-2022-1074,CVE
CVE-2022-22150,CVE
CAPEC-112,CAPEC
CVE-2022-0614,CVE
CVE-2022-26188,CVE
CVE-2022-23605,CVE
CVE-2022-23021,CVE
CAPEC-666,CAPEC
CWE-282,CWE
CVE-2022-28806,CVE
CVE-2022-22710,CVE
CWE-88,CWE
CVE-2022-27129,CVE
CWE-177,CWE
CVE-2022-23030,CVE
CWE-653,CWE
T1055,T
CVE-2022-28411,CVE
CVE-2022-1526,CVE
CVE-2022-29686,CVE
CVE-2022-27269,CVE
CVE-2022-27655,CVE
CVE-2022-23921,CVE
CAPEC-506,CAPEC
CWE-684,CWE
CVE-2022-23916,CVE
CVE-2022-23810,CVE
CVE-2022-1407,CVE
CWE-1177,CWE
CWE-451,CWE
T1552.007,T
CAPEC-471,CAPEC
CVE-2022-0248,CVE
CVE-2022-27806,CVE
CVE-2022-29988,CVE
CAPEC-590,CAPEC
CVE-2022-24466,CVE
CWE-568,CWE
CVE-2022-1283,CVE
CAPEC-256,CAPEC
T1567.001,T
CVE-2022-24177,CVE
CVE-2022-24289,CVE
CVE-2022-25131,CVE
CVE-2022-25408,CVE
CVE-2022-25265,CVE
CVE-2022-22613,CVE
CWE-357,CWE
CVE-2022-0448,CVE
CVE-2022-23317,CVE
CWE-1104,CWE
CVE-2022-26914,CVE
CVE-2022-23010,CVE
CWE-1251,CWE
CVE-2022-26594,CVE
CVE-2022-0093,CVE
CVE-2022-24577,CVE
CWE-348,CWE
CVE-2022-24855,CVE
CVE-2022-27835,CVE
CVE-2022-29499,CVE
T1025,T
CVE-2022-20703,CVE
CWE-1284,CWE
CVE-2022-0262,CVE
CVE-2022-1108,CVE
CVE-2022-1558,CVE
CVE-2022-0365,CVE
CWE-598,CWE
CVE-2022-27662,CVE
CVE-2022-26146,CVE
CVE-2022-22825,CVE
CVE-2022-25299,CVE
CVE-2022-28242,CVE
CVE-2022-27304,CVE
CVE-2022-26099,CVE
CVE-2022-23266,CVE
CVE-2022-28822,CVE
CWE-1313,CWE
CVE-2022-27529,CVE
CVE-2022-24842,CVE
T1547.009,T
T1546.015,T
CVE-2022-28775,CVE
CAPEC-116,CAPEC
CVE-2022-28770,CVE
T1003.005,T
CAPEC-522,CAPEC
CVE-2022-24329,CVE
CVE-2022-0410,CVE
CVE-2022-24126,CVE
CVE-2022-24708,CVE
CWE-1038,CWE
CVE-2022-0445,CVE
CVE-2022-23443,CVE
CVE-2022-1473,CVE
CVE-2022-28557,CVE
CVE-2022-22271,CVE
CVE-2022-0502,CVE
CAPEC-158,CAPEC
CVE-2022-27847,CVE
CVE-2022-28159,CVE
CWE-390,CWE
CAPEC-212,CAPEC
CVE-2022-25170,CVE
CVE-2022-22254,CVE
CWE-583,CWE
CVE-2022-24859,CVE
CWE-301,CWE
CVE-2022-27441,CVE
CVE-2022-1022,CVE
CWE-1204,CWE
CVE-2022-0520,CVE
T1560.003,T
CWE-645,CWE
T1601.001,T
CVE-2022-25839,CVE
CVE-2022-20624,CVE
CVE-2022-22951,CVE
CVE-2022-26075,CVE
CVE-2022-27158,CVE
T1613,T
T1137.005,T
CVE-2022-25566,CVE
CVE-2022-26300,CVE
CVE-2022-0251,CVE
CVE-2022-29932,CVE
T1074.002,T
CVE-2022-1093,CVE
CVE-2022-20098,CVE
CAPEC-12,CAPEC
CVE-2022-29982,CVE
CVE-2022-24821,CVE
CVE-2022-26666,CVE
CVE-2022-24149,CVE
CVE-2022-23178,CVE
CVE-2022-28162,CVE
CVE-2022-24955,CVE
M1029,M
CVE-2022-1178,CVE
CVE-2022-29555,CVE
CVE-2022-29413,CVE
CVE-2022-28859,CVE
T1573.001,T
T1592.004,T
CVE-2022-0921,CVE
T1564.005,T
CVE-2022-27843,CVE
CVE-2022-21715,CVE
CVE-2022-29207,CVE
CVE-2022-21870,CVE
T1127,T
CVE-2022-28243,CVE
CVE-2022-26652,CVE
CVE-2022-23059,CVE
CVE-2022-26519,CVE
CAPEC-413,CAPEC
T1218.002,T
CVE-2022-27991,CVE
CVE-2022-0447,CVE
CVE-2022-21727,CVE
CVE-2022-0691,CVE
CVE-2022-1402,CVE
CWE-126,CWE
CVE-2022-25174,CVE
CVE-2022-29195,CVE
CVE-2022-24781,CVE
T1574.011,T
T1105,T
CVE-2022-20620,CVE
CWE-1342,CWE
CVE-2022-26293,CVE
CVE-2022-25642,CVE
CVE-2022-26671,CVE
T1552.006,T
CVE-2022-1466,CVE
CWE-1329,CWE
CWE-924,CWE
CVE-2022-27258,CVE
CVE-2022-26777,CVE
CVE-2022-30293,CVE
CAPEC-42,CAPEC
CVE-2022-30599,CVE
CAPEC-204,CAPEC
CVE-2022-0099,CVE
CVE-2022-24121,CVE
M1056,M
CVE-2022-20066,CVE
CAPEC-247,CAPEC
CVE-2022-20650,CVE
CVE-2022-29114,CVE
CWE-205,CWE
CAPEC-466,CAPEC
CVE-2022-1039,CVE
CVE-2022-22511,CVE
CVE-2022-0673,CVE
CVE-2022-22310,CVE
CVE-2022-23959,CVE
CVE-2022-29985,CVE
CVE-2022-29972,CVE
CVE-2022-27244,CVE
CVE-2022-23674,CVE
CVE-2022-26483,CVE
CVE-2022-25206,CVE
CVE-2022-26284,CVE
CVE-2022-22620,CVE
CWE-147,CWE
CVE-2022-25199,CVE
CVE-2022-1282,CVE
CVE-2022-25449,CVE
CVE-2022-26661,CVE
T1606,T
CVE-2022-23133,CVE
T1072,T
CVE-2022-0920,CVE
CVE-2022-0587,CVE
CVE-2022-25062,CVE
CWE-821,CWE
CAPEC-414,CAPEC
CVE-2022-0178,CVE
CVE-2022-22160,CVE
CVE-2022-22558,CVE
CVE-2022-20639,CVE
CVE-2022-23097,CVE
CWE-108,CWE
CVE-2022-0422,CVE
CAPEC-406,CAPEC
CWE-456,CWE
CWE-294,CWE
CAPEC-153,CAPEC
CAPEC-72,CAPEC
CVE-2022-20743,CVE
CVE-2022-0521,CVE
T1574.008,T
CVE-2022-26808,CVE
CVE-2022-29173,CVE
CVE-2022-29656,CVE
CVE-2022-20709,CVE
CVE-2022-24892,CVE
T1566,T
CVE-2022-1343,CVE
CVE-2022-26370,CVE
CVE-2022-29535,CVE
CVE-2022-25258,CVE
CWE-248,CWE
CVE-2022-29846,CVE
CVE-2022-25832,CVE
CVE-2022-20786,CVE
CVE-2022-25185,CVE
CVE-2022-27886,CVE
CAPEC-326,CAPEC
CVE-2022-26091,CVE
CWE-1274,CWE
CVE-2022-29665,CVE
CVE-2022-25440,CVE
CVE-2022-28195,CVE
CVE-2022-20638,CVE
CVE-2022-0996,CVE
CVE-2022-24606,CVE
CAPEC-429,CAPEC
T1552.003,T
CVE-2022-21733,CVE
CVE-2022-23064,CVE
CVE-2022-22546,CVE
CVE-2022-25822,CVE
CVE-2022-25020,CVE
CVE-2022-29340,CVE
CVE-2022-20692,CVE
CAPEC-37,CAPEC
CVE-2022-0579,CVE
CVE-2022-25166,CVE
CWE-165,CWE
CVE-2022-27820,CVE
CVE-2022-26265,CVE
T1557.003,T
CVE-2022-0185,CVE
CVE-2022-27128,CVE
CVE-2022-28214,CVE
CVE-2022-23031,CVE
CVE-2022-27411,CVE
CVE-2022-23033,CVE
CVE-2022-25269,CVE
CVE-2022-1118,CVE
CVE-2022-1087,CVE
CVE-2022-1345,CVE
CWE-1043,CWE
CVE-2022-1752,CVE
CVE-2022-27382,CVE
CVE-2022-20787,CVE
T1114,T
CVE-2022-29009,CVE
CVE-2022-27272,CVE
CVE-2022-20678,CVE
CVE-2022-24739,CVE
CVE-2022-29646,CVE
CVE-2022-0834,CVE
CVE-2022-28379,CVE
CVE-2022-25190,CVE
CVE-2022-24059,CVE
CVE-2022-0754,CVE
T1593,T
CWE-663,CWE
CVE-2022-24979,CVE
M1038,M
CVE-2022-24142,CVE
T1074.001,T
CVE-2022-24446,CVE
T1596.004,T
CVE-2022-27308,CVE
CWE-349,CWE
CVE-2022-0692,CVE
CVE-2022-22484,CVE
CVE-2022-0580,CVE
CVE-2022-0214,CVE
CVE-2022-29303,CVE
CVE-2022-27351,CVE
CVE-2022-21913,CVE
CVE-2022-29795,CVE
CVE-2022-26071,CVE
CVE-2022-27787,CVE
CWE-309,CWE
CVE-2022-26334,CVE
CVE-2022-23228,CVE
T1213.002,T
CVE-2022-30054,CVE
CVE-2022-1381,CVE
CWE-186,CWE
CVE-2022-24235,CVE
T1586,T
CVE-2022-1441,CVE
CVE-2022-20613,CVE
CVE-2022-30524,CVE
CWE-1256,CWE
CVE-2022-0479,CVE
CWE-235,CWE
CVE-2022-24712,CVE
CVE-2022-25989,CVE
CVE-2022-24651,CVE
CVE-2022-1371,CVE
CVE-2022-0660,CVE
T1589.001,T
T1490,T
CVE-2022-1411,CVE
CAPEC-528,CAPEC
CVE-2022-0197,CVE
CVE-2022-26499,CVE
CVE-2022-27919,CVE
CVE-2022-0968,CVE
CVE-2022-25607,CVE
CVE-2022-20612,CVE
T1548.003,T
CVE-2022-1098,CVE
T1053.003,T
CVE-2022-0963,CVE
CVE-2022-23026,CVE
CVE-2022-25915,CVE
CVE-2022-28139,CVE
CWE-1292,CWE
