11,CAPEC-11,an attack type exploits web server decision take action based filename file extension because different file types handled different server processes misclassification may force web server take unexpected action expected actions unexpected sequence this may cause server exhaust resources supply debug system data attacker bind attacker remote process
12,CAPEC-110,an attacker modifies parameters soap message sent service consumer service provider initiate sql injection attack on service provider side soap message parsed parameters properly validated used access database way use parameter binding thus enabling attacker control structure executed sql query this pattern describes sql injection attack delivery mechanism soap message
13,CAPEC-111,an attacker targets system uses javascript object notation json transport mechanism client server common web systems using ajax steal possibly confidential information transmitted server back client inside json object taking advantage loophole browser same origin policy prohibit javascript one website included executed context another website
14,CAPEC-112,in attack asset information functionality identity etc protected finite secret value the attacker attempts gain access asset using exhaustively explore possible secret values hope finding secret value functionally equivalent unlock asset
15,CAPEC-113,an adversary manipulates use processing interface application programming interface api soc resulting adverse impact upon security system implementing interface this allow adversary bypass access control execute functionality intended interface implementation possibly compromising system integrates interface interface manipulation take number forms including forcing unexpected use interface use interface unintended way
16,CAPEC-114,an attacker obtains unauthorized access application service device either knowledge inherent weaknesses authentication mechanism exploiting flaw authentication scheme implementation in attack authentication mechanism functioning carefully controlled sequence events causes mechanism grant access attacker
17,CAPEC-115,an attacker gains access application service device privileges authorized privileged user evading circumventing authentication mechanism the attacker therefore able access protected data without authentication ever taken place
18,CAPEC-116,an adversary actively probes target manner designed solicit information could leveraged malicious purposes this achieved exploring target via ordinary interactions purpose gathering intelligence target sending data syntactically invalid attempt produce response contains desired data as result interactions adversary able obtain information target aids attacker making inferences security configuration potential vulnerabilities examplar exchanges target may trigger unhandled exceptions verbose error messages reveal information like stack traces configuration information path information database design this type attack also includes manipulation query strings uri produce invalid sql queries trying alternative path values hope server return useful information
19,CAPEC-117,an adversary monitors data streams target information gathering purposes this attack may undertaken solely gather sensitive information support attack target this attack pattern involve sniffing network traffic well types data streams radio the adversary attempt initiate establishment data stream passively observe communications unfold in variants attack adversary intended recipient data stream in contrast means gathering information targeting data leaks adversary must actively position themself observe explicit data channels network traffic read content however attack differs attack adversary alter content communications forward data intended recipient
20,CAPEC-12,this pattern attack defined selection messages distributed via multicast public information channels intended another client determining parameter value assigned client this attack allows adversary gain access potentially privileged information possibly perpetrate attacks distribution means impersonation if manipulated input rather output mechanism system command bus style attack could used change adversary identifier privileged one
21,CAPEC-120,the adversary utilizes repeating encoding process set characters character encoding character encoding character obfuscate payload particular request this may allow adversary bypass filters attempt detect illegal characters strings might used traversal injection attacks filters may able catch illegal encoded strings may catch doubly encoded strings for example dot often used path traversal attacks therefore often blocked filters could url encoded 2e however many filters recognize encoding would still block request in double encoding url encoding would encoded 25 resulting 252e filters might catch could still interpreted dot interpreters target
22,CAPEC-121,an adversary exploits sample demonstration test debug interface unintentionally enabled production system goal gleaning information leveraging functionality would otherwise unavailable
23,CAPEC-122,an adversary able exploit features target reserved privileged users administrators exposed use lower accounts access sensitive information functionality must controlled ensure authorized users able access resources
24,CAPEC-123,an adversary manipulates application interaction buffer attempt read modify data access buffer attacks distinguished buffer space target attack rather code responsible interpreting content buffer in virtually buffer attacks content placed buffer immaterial instead buffer attacks involve retrieving providing input stored allocated buffer resulting reading overwriting unintended program memory
25,CAPEC-124,an adversary exploits resource shared multiple applications application pool hardware pin multiplexing affect behavior resources may shared multiple applications multiple threads single application resource sharing usually accomplished mutual access single memory location multiplexed hardware pins if adversary manipulate shared resource usually one applications threads applications threads using shared resource often continue trust validity compromised shared resource use calculations this result invalid trust assumptions corruption additional data normal operations users shared resource even cause crash compromise sharing applications
26,CAPEC-125,an adversary consumes resources target rapidly engaging large number interactions target this type attack generally exposes weakness rate limiting flow when successful attack prevents legitimate users accessing service cause target crash this attack differs resource depletion leaks allocations latter attacks rely volume requests made target instead focus manipulation target operations the key factor flooding attack number requests adversary make given period time the greater number likely attack succeed given target
27,CAPEC-126,an adversary uses path manipulation methods exploit insufficient input validation target obtain access data retrievable ordinary requests a typical variety attack involves specifying path desired file together characters resulting file access api function traversing intended directory structure root file system by replacing modifying expected path information access function api retrieves file desired attacker these attacks either involve attacker providing complete path targeted file using control characters path separators dots reach desired directories files
28,CAPEC-127,an adversary crafts request target results target content directory output one common method triggering directory contents output construct request containing path terminates directory name rather file name since many applications configured provide list directory contents request received an adversary use explore directory tree target well learn names files this often end revealing test files backup files temporary files hidden files configuration files user accounts script contents well naming conventions used attacker mount additional attacks
29,CAPEC-128,an attacker takes advantage structure integer variables cause variables assume values expected application for example adding one largest positive integer signed integer variable results negative number negative numbers may illegal application application may prevent attacker providing directly application may consider adding two positive numbers create negative number structure integer storage formats
30,CAPEC-129,this attack pattern involves adversary manipulating pointer within target application resulting application accessing unintended memory location this result crashing application certain pointer values access data would normally possible execution arbitrary code since pointers simply integer variables integer attacks may often used pointer attacks
31,CAPEC-13,the adversary directly indirectly modifies environment variables used controlling target software the adversary goal cause target software deviate expected operation manner benefits adversary
32,CAPEC-130,an adversary causes target allocate excessive resources servicing attackers request thereby reducing resources available legitimate services degrading denying services usually attack focuses memory allocation finite resource target could attacked including bandwidth processing cycles resources this attack attempt force allocation large number requests would resource depletion flooding instead uses one small number requests carefully formatted force target allocate excessive resources service request often attack takes advantage bug target cause target allocate resources vastly beyond would needed normal request
33,CAPEC-131,an adversary utilizes resource leak target deplete quantity resource available service legitimate requests
34,CAPEC-132,an adversary positions symbolic link manner targeted user application accesses link endpoint assuming accessing file link name
35,CAPEC-133,an attacker attempts invoke common switches options target application purpose discovering weaknesses target for example applications adding debug switch causes debugging information displayed sometimes reveal sensitive processing configuration information attacker this attack differs forms api abuse attacker indiscriminately attempting invoke options hope one work rather specifically targeting known option nonetheless even attacker familiar published options targeted application attack method may still fruitful might discover unpublicized functionality
36,CAPEC-134,an adversary manipulates headers content email message injecting data via use delimiter characters native protocol
37,CAPEC-135,an adversary includes formatting characters string input field target application most applications assume users provide static text may respond unpredictably presence formatting character for example certain functions c programming languages printf formatting character print contents memory location expecting location identify string formatting character n prints number dword written memory an adversary use read write memory locations files simply manipulate value resulting text unexpected ways reading writing memory may result program crashes writing memory could result execution arbitrary code adversary write program stack
38,CAPEC-136,an attacker manipulates crafts ldap query purpose undermining security target some applications use user input create ldap queries processed ldap server for example user might provide username authentication username might inserted ldap query authentication process an attacker could use input inject additional commands ldap query could disclose sensitive information for example entering aforementioned query might return information users system this attack similar sql injection attack manipulates query gather additional information coerce particular return value
39,CAPEC-137,an adversary manipulates content request parameters purpose undermining security target some parameter encodings use text characters separators for example parameters http get message encoded pairs separated ampersand if attacker supply text strings used fill parameters inject special characters used encoding scheme add modify parameters for example user input fed directly http get request user provides value myinput input parameter set myinput new parameter also added value myvalue this significantly change meaning query processed server any encoding scheme parameters identified separated text characters potentially vulnerable attack http get encoding used one example
40,CAPEC-138,an adversary supplies value target application used reflection methods identify class method field for example java programming language reflection libraries permit application inspect load invoke classes components name if adversary control input methods including name parameters passed methods cause targeted application invoke incorrect methods read random fields even load utilize malicious classes adversary created this lead application revealing sensitive information returning incorrect results even adversary take control targeted application
41,CAPEC-139,an attacker exploits weakness input validation target supplying specially constructed path utilizing dot slash characters purpose obtaining access arbitrary files resources an attacker modifies known path target order reach material available intended channels these attacks normally involve adding additional path separators dots encodings thereof various combinations order reach parent directories entirely separate trees target directory structure
42,CAPEC-14,this type attack exploits buffer overflow vulnerability targeted client software injection malicious content hostile service this hostile service created deliver correct content client software for example application browser service host webpage browser loads
43,CAPEC-140,some web applications require users submit information ordered sequence web forms this often done large amount information collected information earlier forms used fields determine additional information application needs collect an attacker knows names various forms sequence may able explicitly type name later form navigate without first going previous forms this result incomplete collection information incorrect assumptions information submitted attacker problems impair functioning application
44,CAPEC-141,an attacker exploits functionality cache technologies cause specific data cached aids attackers objectives this describes attack whereby attacker places incorrect harmful material cache the targeted cache application cache web browser cache public cache dns arp cache until cache refreshed applications clients treat corrupted cache value valid this lead wide range exploits including redirecting web browsers towards sites install malware repeatedly incorrect calculations based incorrect value
45,CAPEC-142,a domain name server translates domain name ip address internet hosts use contact internet resources an adversary modifies public dns cache cause certain names resolve incorrect addresses adversary specifies the result client applications rely upon targeted cache domain name resolution directed actual address specified domain name address adversaries use herd clients sites install malware victim computer masquerade part pharming attack
46,CAPEC-143,an adversary searches targeted web site web pages publicized in adversary may able gain access information targeted site intend make public
47,CAPEC-144,an adversary searches targeted web site web services publicized this attack especially dangerous since unpublished available services may adequate security controls placed upon given administrator may believe unreachable
48,CAPEC-145,an adversary spoofs checksum message purpose making payload appear valid corresponding checksum checksums used verify message integrity they consist value based value message protecting hash codes common checksum mechanism both sender recipient able compute checksum based contents message if message contents change sender recipient sender recipient compute different checksum values since sender checksum value transmitted message recipient would know modification occurred in checksum spoofing adversary modifies message body modifies corresponding checksum recipient checksum calculation match checksum created adversary message this would prevent recipient realizing change occurred
49,CAPEC-146,an adversary corrupts modifies content xml schema information passed client server purpose undermining security target xml schemas provide structure content definitions xml documents schema poisoning ability manipulate schema either replacing modifying compromise programs process documents use schema
50,CAPEC-147,an attacker initiates resource depletion attack large number small xml messages delivered sufficiently rapid rate cause denial service crash target transactions repetitive soap transactions deplete resources faster simple flooding attack additional resources used soap protocol resources necessary process soap messages the transactions used immaterial long cause resource utilization target in words normal flooding attack augmented using messages require extra processing target
51,CAPEC-148,an adversary modifies content make contain something original content producer intended keeping apparent source content unchanged the term content spoofing often used describe modification web pages hosted target display adversary content instead owner content however content spoofed including content email messages file transfers content network communication protocols content modified source modifying source file web page transit intercepting modifying message sender recipient usually adversary attempt hide fact content modified cases web site defacement necessary content spoofing lead malware exposure financial fraud content governs financial transactions privacy violations unwanted outcomes
52,CAPEC-149,an attacker explores target identify names locations predictable temporary files purpose launching attacks target this involves analyzing naming conventions storage locations temporary files created target application if attacker predict names temporary files use information mount attacks information gathering symlink attacks
53,CAPEC-15,an attack type exploits programs vulnerabilities allows attacker commands concatenated onto legitimate command intent targeting resources file system database the system uses filter denylist input validation opposed allowlist validation vulnerable attacker predicts delimiters combinations delimiters present filter denylist as injection attacks attacker uses command delimiter payload entry point tunnel application activate additional attacks sql queries shell commands network scanning
54,CAPEC-150,an adversary exploits locations resources purposes undermining security target in many systems files resources organized default tree structure this useful adversaries often know look resources files necessary attacks even precise location targeted resource may known naming conventions may indicate small area target machine file tree resources typically located for example configuration files normally stored director unix systems adversaries take advantage commit types attacks
55,CAPEC-151,identity spoofing refers action assuming taking identity entity human using identity accomplish goal an adversary may craft messages appear come different principle use stolen spoofed authentication credentials
56,CAPEC-153,an attacker exploits weakness input validation controlling format structure composition data interface by supplying input unexpected form attacker adversely impact security target
57,CAPEC-154,an adversary deceives application user convinces request resource unintended location by spoofing location adversary cause alternate resource used often one adversary controls used help achieve malicious goals
58,CAPEC-155,an adversary exploits temporary insecure storage information monitoring content files used store temp data application routine execution flow many applications use temporary files accelerate processing provide records state across multiple executions application sometimes however temporary files may end storing sensitive information by screening application temporary files adversary might able discover sensitive information for example web browsers often cache content accelerate subsequent lookups if content contains sensitive information adversary could recover web cache
59,CAPEC-157,in attack pattern adversary intercepts information transmitted two third parties the adversary must able observe read hear communication traffic necessarily block communication change content any transmission medium theoretically sniffed adversary examine contents sender recipient sniffing attacks similar attacks entirely passive aitm attacks predominantly active often alter content communications
60,CAPEC-158,in attack pattern adversary monitors network traffic nodes public multicast network attempt capture sensitive information protocol level network sniffing applications reveal dns ethernet network communication information the adversary takes passive role attack pattern simply observes analyzes traffic the adversary may precipitate indirectly influence content observed transaction never intended recipient target information
61,CAPEC-159,an adversary exploits weakness way application searches external libraries manipulate execution flow point adversary supplied library code base this pattern attack allows adversary compromise application server via execution unauthorized code an application typically makes calls functions part libraries external application these libraries may part operating system may third party libraries if adversary redirect application attempts access libraries libraries adversary supplies adversary able force targeted application execute arbitrary code this especially dangerous targeted application enhanced privileges access redirected number techniques including use symbolic links search path modification relative path manipulation
62,CAPEC-16,an attacker tries words dictionary passwords gain access system via user account if password chosen user word within dictionary attack successful absence mitigations this specific instance password brute forcing attack pattern dictionary attacks differ similar attacks password spraying credential stuffing since leverage unknown combinations care inducing account lockouts
63,CAPEC-160,some apis support scripting instructions arguments methods take scripted instructions references scripted instructions flexible powerful however attacker specify script serves input methods gain access great deal functionality for example html pages support script tags allow scripting languages embedded page interpreted receiving web browser if content provider malicious scripts compromise client application some applications may even execute scripts identity rather identity user providing script allow attackers perform activities would otherwise denied
64,CAPEC-161,an attacker exploits characteristics infrastructure network entity order perpetrate attacks information gathering network objects effect change ordinary information flow network objects most often involves manipulation routing network messages instead arriving proper destination directed towards entity attackers choosing usually server controlled attacker the victim often unaware messages processed correctly for example targeted client may believe connecting bank fact connecting pharming site controlled attacker collects user login information order hijack actual bank account
65,CAPEC-162,an adversary exploits weakness server trust processing modifying data price information submitting data server processes modified data for example eshoplifting data manipulation attack merchant purchasing transaction the manipulation price discount quantity fields transaction message allows adversary acquire items lower cost merchant intended the adversary performs normal purchasing transaction edits hidden fields within html form response store price information give better deal the merchant uses modified pricing information calculating cost selected items
66,CAPEC-163,an adversary targets specific user group phishing attack tailored category users order maximum relevance deceptive capability spear phishing enhanced version phishing attack targeted specific user group the quality targeted email usually enhanced appearing come known trusted entity if email account trusted entity compromised message may digitally signed the message contain information specific targeted users enhance probability follow url compromised site for example message may indicate knowledge targets employment residence interests information suggests familiarity as soon user follows instructions message attack proceeds standard phishing attack
67,CAPEC-164,an adversary targets mobile phone users phishing attack purpose soliciting account passwords sensitive information user mobile phishing variation phishing social engineering technique attack initiated via text sms message rather email the user enticed provide information visit compromised web site via message apart manner attack initiated attack proceeds standard phishing attack
68,CAPEC-165,an attacker modifies file contents attributes extensions names files manner cause incorrect processing application attackers use class attacks cause applications enter unstable states overwrite expose sensitive information even execute arbitrary code application privileges this class attacks differs attacks configuration information even file manipulation causes file processing result behaviors buffer overflows use incorrect interpreter configuration attacks rely application interpreting files correctly order insert harmful configuration information likewise resource location attacks rely controlling application ability locate files whereas file manipulation attacks require application look location although two classes attacks often combined
69,CAPEC-166,an attacker forces target previous state order leverage potential weaknesses target dependent upon prior configuration factors even cases attacker may able directly control configuration targeted application may able reset configuration prior state since many applications implement reset functions
70,CAPEC-167,an attacker discovers structure function composition type computer software white box analysis techniques white box techniques involve methods applied piece software executable compiled object directly subjected analysis revealing least portion machine instructions observed upon execution
71,CAPEC-168,an attacker exploits functionality microsoft ntfs alternate data streams ads undermine system security ads allows multiple files stored one directory entry referenced filename streamname one alternate data streams may stored file directory normal microsoft utilities show presence ads stream attached file the additional space ads recorded displayed file size the additional space ads accounted used space volume an ads type file ads copied standard microsoft utilities ntfs volumes ads used attacker intruder hide tools scripts data detection normal system utilities many programs check scan ads windows vista switch command line dir command display alternate streams
72,CAPEC-169,an adversary engages probing exploration activities identify constituents properties target footprinting general term describe variety information gathering techniques often used attackers preparation attack it consists using tools learn much possible composition configuration security mechanisms targeted application system network information might collected footprinting effort could include open ports applications versions network topology similar information although similar fingerprinting footprinting aims get holistic view system network whereas fingerprinting targeted specific application operating system while footprinting intended damaging although certain activities network scans sometimes cause disruptions vulnerable applications inadvertently may often pave way damaging attacks
73,CAPEC-17,an attack type exploits system configuration allows adversary either directly access executable file example shell access possible worst case allows adversary upload file execute web servers ftp servers message oriented middleware systems many integration points particularly vulnerable programmers administrators must synch regarding interfaces correct privileges interface
74,CAPEC-170,an attacker sends series probes web application order elicit behavior assists identifying target an attacker could learn information software versions error pages response headers variations implementations http protocol directory structures similar information targeted service this information used attacker formulate targeted attack plan while web application fingerprinting intended damaging although certain activities network scans sometimes cause disruptions vulnerable applications inadvertently may often pave way damaging attacks
75,CAPEC-173,an adversary able disguise one action another therefore trick user initiating one type action intend initiate different action for example user might led believe clicking button submit query fact downloads software adversaries may perform attack social means simply convincing victim perform action relying user natural inclination technical means clickjacking attack user sees one interface actually interacting second invisible interface
76,CAPEC-174,an adversary takes advantage improper data validation inject malicious global parameters flash file embedded within html document flash files leverage data configure flash document access embedding html document
77,CAPEC-175,an adversary exploits weakness target force arbitrary code retrieved locally remote location executed this differs code injection code injection involves direct inclusion code code inclusion involves addition replacement reference code file subsequently loaded target used part code application
78,CAPEC-176,an attacker manipulates files settings external target application affect behavior application for example many applications use external configuration files libraries modification entities otherwise affecting application ability use would constitute manipulation attack
79,CAPEC-177,an attacker exploits file location algorithms operating system application creating file name protected privileged file the attacker could manipulate system file trusted operating system application component attempts load original file applications often load include external files libraries configuration files these files protected malicious manipulation however application uses name file locating attacker may able create file name place directory application search directory legitimate file searched because attackers file discovered first would used target application this attack extremely destructive referenced file executable granted special privileges based solely particular name
80,CAPEC-178,an attacker able trick victim executing flash document passes commands calls flash player browser plugin allowing attacker exploit native flash functionality client browser this attack pattern occurs attacker provide crafted link flash document swf file followed cause additional malicious instructions executed the attacker need serve control flash document the attack takes advantage fact flash files reference external urls if variables serve urls flash application references controlled parameters creating link includes values parameters attacker cause arbitrary content referenced possibly executed targeted flash application
81,CAPEC-179,an attacker able discover query web location thereby expose exploitation gathering information implementation function web pages allow portions page connect server update content without needing cause entire page update this allows user activity change portions page quickly without causing disruptions elsewhere
82,CAPEC-18,this attack form scripting xss malicious scripts embedded elements expected host scripts image tags img comments xml documents etc these tags may subject input validation output validation content filtering checking routines create opportunity adversary tunnel application elements launch xss attack elements as remote attacks important differentiate ability launch attack probing internal network unpatched servers ability remote adversary collect interpret output said attack
83,CAPEC-180,an attacker exploits weakness configuration access controls able bypass intended protection measures guard thereby obtain unauthorized access system network sensitive functionality always protected access controls however configuring trivial access control systems complicated many opportunities mistakes if attacker learn incorrectly configured access security settings may able exploit attack
84,CAPEC-181,an attacker creates transparent overlay using flash order intercept user actions purpose performing clickjacking attack in technique flash file provides transparent overlay html content because flash application top content user actions clicks caught flash application rather underlying html the action interpreted overlay perform actions attacker wishes
85,CAPEC-182,an attacker tricks victim execute malicious flash content executes commands makes flash calls specified attacker one example attack flashing attacker controlled parameter reference call loads content specified attacker
86,CAPEC-183,an adversary exploits weaknesses input validation servers execute commands server servers often sit internet imap smtp mail server user requests received servers query mail server requested information return response user in command injection attack commands embedded parts request sent server if server fails adequately sanitize requests commands sent mail server queried server commands executed this attack especially dangerous since administrators may assume server protected direct internet access therefore may secure adequately execution malicious commands
87,CAPEC-184,an attacker initiates series events designed cause user program server device perform actions undermine integrity software code device data structures device firmware achieving modification target integrity achieve insecure state
88,CAPEC-185,an attacker uses deceptive methods cause user automated process download install dangerous code originates attacker controlled source there several variations strategy attack
89,CAPEC-186,an adversary uses deceptive methods cause user automated process download install dangerous code believed valid update originates adversary controlled source
90,CAPEC-187,an attacker exploits two layers weaknesses server client software automated update mechanisms undermine integrity target the first weakness involves failure properly authenticate server source update patch content this type weakness typically results authentication mechanisms defeated allowing hostile server satisfy criteria establish trust relationship the second weakness systemic failure validate identity integrity code downloaded remote location hence inability distinguish malicious code legitimate update
91,CAPEC-188,an adversary discovers structure function composition object resource system using variety analysis techniques effectively determine analyzed entity constructed operates the goal reverse engineering often duplicate function part function object order duplicate back engineer aspect functioning reverse engineering techniques applied mechanical objects electronic devices software although methodology techniques involved type analysis differ widely
92,CAPEC-189,an adversary discovers structure function composition type computer software black box analysis techniques box methods involve interacting software indirectly absence direct access executable object such analysis typically involves interacting software boundaries software interfaces larger execution environment vectors libraries apis black box reverse engineering also refers gathering physical side effects hardware device electromagnetic radiation sounds
93,CAPEC-19,an adversary leverages capability execute script embedding within scripts target software likely execute due programs vulnerabilities brought allowing remote hosts execute scripts
94,CAPEC-190,an attacker analyzes binary file executable purpose discovering structure function possibly file using variety analysis techniques effectively determine software functions operates this type analysis also referred reverse code engineering techniques exist extracting source code executable several techniques often employed purpose black box white box the use computer bus analyzers packet sniffers allows binary studied level interactions computing environment host os communication network communication this type analysis falls box category involves behavioral analysis software without reference source code object code protocol specifications
95,CAPEC-191,an adversary engages activities discover sensitive constants present within compiled code executable these constants may include literal ascii strings within file possibly strings particular routines revealed code refactoring methods including static dynamic analysis
96,CAPEC-192,an adversary engages activities decipher decode protocol information network application communication protocol used transmitting information interconnected nodes systems data network while type analysis involves analysis networking protocol inherently require presence actual physical network
97,CAPEC-193,in pattern adversary able load execute arbitrary code remotely available application this usually accomplished insecurely configured php runtime environment improperly sanitized include require call user control point file this allows adversaries hijack targeted application force execute instructions
98,CAPEC-194,an adversary takes advantage improper authentication provide data services falsified identity the purpose using falsified identity may prevent traceability provided data assume rights granted another individual one simplest forms attack would creation email message modified from field order appear message sent someone actual sender the root attack case email system fails properly authenticate source results reader incorrectly performing instructed action results attack vary depending details attack common results include privilege escalation obfuscation attacks data
99,CAPEC-195,a principal spoof form identity spoofing adversary pretends person interaction this often accomplished crafting message either written verbal visual appears come person adversary phishing pharming attacks often attempt attempts gather sensitive information appear come legitimate source a principal spoof use stolen spoofed authentication credentials instead relying appearance content message reflect identity
100,CAPEC-196,an attacker creates false functional session credential order gain usurp access service session credentials allow users identify service initial authentication without needing resend authentication information usually username password every message if attacker able forge valid session credentials may able bypass authentication authenticated user session this attack differs reuse session ids session sidejacking attacks latter attacks attacker uses previous existing credential without modification forging attack attacker must create credential although may based previously observed credentials
101,CAPEC-197,an adversary submits data target application contains nested exponential data expansion produce excessively large output many data format languages allow definition structures used simplify creation complex structures however capability abused create excessive demands processor cpu memory a small number nested expansions result exponential growth demands memory
102,CAPEC-198,an adversary distributes link possibly query structure request third party web server malformed also contains block exploit code order exploit become live code resulting error page when third party web server receives crafted request notes error creates error message echoes malformed message including exploit doing converts exploit portion message valid language elements executed viewing browser when victim executes query provided adversary infected error message returned including exploit code runs victim browser xss result execution code well data leakage session cookies sent adversary this type attack especially dangerous since exploit appears come third party web server victim may trust hence vulnerable deception
